OCCURRED ON,UCR CRIME CATEGORY,PREMISE TYPE
01/28/2023 12:49,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/28/2023 13:00,AGGRAVATED ASSAULT,APARTMENT
01/28/2023 13:00,LARCENY-THEFT,OTHER
01/28/2023 13:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/28/2023 13:00,MOTOR VEHICLE THEFT,DRIVEWAY
01/28/2023 13:05,LARCENY-THEFT,GROCERY / SUPER MARKET
01/28/2023 13:19,DRUG OFFENSE,VEHICLE
01/28/2023 13:30,LARCENY-THEFT,SPECIALTY STORE
01/28/2023 13:45,LARCENY-THEFT,PARK / PLAYGROUND
01/28/2023 13:51,LARCENY-THEFT,SPECIALTY STORE
01/28/2023 13:53,AGGRAVATED ASSAULT,GROCERY / SUPER MARKET
01/28/2023 14:00,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/28/2023 14:00,LARCENY-THEFT,VEHICLE
01/28/2023 14:21,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/28/2023 14:25,DRUG OFFENSE,PARKING LOT
01/28/2023 14:37,AGGRAVATED ASSAULT,APARTMENT
01/28/2023 14:43,LARCENY-THEFT,BUS STOP
01/28/2023 15:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/28/2023 15:00,BURGLARY,APARTMENT
01/28/2023 15:00,BURGLARY,APARTMENT
01/28/2023 15:00,LARCENY-THEFT,RETAIL BUSINESS
01/28/2023 15:10,LARCENY-THEFT,PARKING LOT
01/28/2023 15:29,DRUG OFFENSE,OFFICE / COMMERCIAL BUILDING
01/28/2023 15:30,ROBBERY,DRUG STORE
01/28/2023 15:40,ROBBERY,STREET / ROADWAY / SIDEWALK
01/28/2023 15:58,LARCENY-THEFT,SPECIALTY STORE
01/28/2023 16:00,LARCENY-THEFT,VEHICLE
01/28/2023 16:00,LARCENY-THEFT,SPECIALTY STORE
01/28/2023 16:40,LARCENY-THEFT,OTHER
01/28/2023 16:41,LARCENY-THEFT,FAST FOOD STORE
01/28/2023 16:56,DRUG OFFENSE,VEHICLE
01/29/2023 8:32,DRUG OFFENSE,VEHICLE
01/29/2023 9:01,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/29/2023 9:30,LARCENY-THEFT,PARKING LOT
01/29/2023 10:00,MOTOR VEHICLE THEFT,APARTMENT
01/29/2023 10:00,BURGLARY,APARTMENT
01/29/2023 10:00,LARCENY-THEFT,GROCERY / SUPER MARKET
01/29/2023 10:30,LARCENY-THEFT,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE
01/29/2023 10:40,LARCENY-THEFT,GROCERY / SUPER MARKET
01/29/2023 11:00,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/29/2023 11:03,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/29/2023 11:05,LARCENY-THEFT,GROCERY / SUPER MARKET
01/29/2023 11:25,ARSON,APARTMENT
01/29/2023 11:40,LARCENY-THEFT,RETAIL BUSINESS
01/29/2023 12:11,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/29/2023 12:29,LARCENY-THEFT,DRIVEWAY
01/29/2023 12:38,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/29/2023 13:08,AGGRAVATED ASSAULT,UNKNOWN
01/29/2023 13:13,DRUG OFFENSE,VEHICLE
01/29/2023 13:30,MOTOR VEHICLE THEFT,APARTMENT
01/29/2023 13:50,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/29/2023 14:00,LARCENY-THEFT,SPECIALTY STORE
01/29/2023 14:30,LARCENY-THEFT,PARKING LOT
01/29/2023 14:38,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/29/2023 14:45,LARCENY-THEFT,RETAIL BUSINESS
01/29/2023 14:48,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/29/2023 15:00,BURGLARY,SINGLE FAMILY HOUSE
01/29/2023 15:00,LARCENY-THEFT,BUS STOP
01/29/2023 15:00,BURGLARY,APARTMENT
01/29/2023 15:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/29/2023 15:21,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/29/2023 15:30,LARCENY-THEFT,VEHICLE
01/29/2023 15:30,LARCENY-THEFT,SPECIALTY STORE
01/29/2023 15:33,LARCENY-THEFT,SPECIALTY STORE
01/29/2023 16:00,LARCENY-THEFT,NURSING CARE
01/29/2023 16:23,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/29/2023 16:39,LARCENY-THEFT,VEHICLE
01/29/2023 16:43,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/29/2023 16:56,LARCENY-THEFT,GROCERY / SUPER MARKET
01/29/2023 16:58,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/30/2023 8:28,LARCENY-THEFT,GROCERY / SUPER MARKET
01/30/2023 8:33,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/30/2023 8:43,DRUG OFFENSE,PARK / PLAYGROUND
01/30/2023 9:00,AGGRAVATED ASSAULT,HOSPITAL
01/30/2023 9:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/30/2023 9:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/30/2023 9:00,RAPE,VEHICLE
01/30/2023 9:39,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/30/2023 10:10,LARCENY-THEFT,DRUG STORE
01/30/2023 10:23,DRUG OFFENSE,BUS STOP
01/30/2023 10:30,LARCENY-THEFT,RETAIL BUSINESS
01/30/2023 10:41,BURGLARY,SINGLE FAMILY HOUSE
01/30/2023 10:44,MOTOR VEHICLE THEFT,AUTO DEALERSHIP NEW/USED
01/30/2023 10:45,MOTOR VEHICLE THEFT,AUTO DEALERSHIP NEW/USED
01/30/2023 10:47,LARCENY-THEFT,SCHOOL/COLLEGE/CHILD CARE
01/30/2023 11:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/30/2023 11:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/30/2023 11:01,BURGLARY,SINGLE FAMILY HOUSE
01/30/2023 11:39,LARCENY-THEFT,PARKING LOT
01/30/2023 11:40,LARCENY-THEFT,APARTMENT
01/30/2023 12:00,LARCENY-THEFT,SPECIALTY STORE
01/30/2023 12:00,LARCENY-THEFT,APARTMENT
01/30/2023 12:00,MOTOR VEHICLE THEFT,MEDICAL OFFICE
01/30/2023 12:00,MOTOR VEHICLE THEFT,OFFICE / COMMERCIAL BUILDING
01/30/2023 12:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/30/2023 12:30,BURGLARY,APARTMENT
01/30/2023 12:30,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/30/2023 12:45,MOTOR VEHICLE THEFT,PARKING GARAGE
01/30/2023 13:06,DRUG OFFENSE,HOSPITAL
01/30/2023 13:38,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/30/2023 13:52,LARCENY-THEFT,DRUG STORE
01/30/2023 14:00,MOTOR VEHICLE THEFT,APARTMENT
01/30/2023 14:00,LARCENY-THEFT,APARTMENT
01/30/2023 14:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/30/2023 14:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/30/2023 14:20,AGGRAVATED ASSAULT,APARTMENT
01/30/2023 14:30,MOTOR VEHICLE THEFT,DEPARTMENT / DISCOUNT STORE
01/30/2023 14:58,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/30/2023 15:00,LARCENY-THEFT,PARKING LOT
01/30/2023 15:00,BURGLARY,SINGLE FAMILY HOUSE
01/30/2023 15:00,LARCENY-THEFT,CONDO / TOWNHOUSE
01/30/2023 15:03,AGGRAVATED ASSAULT,CONVENIENCE MARKET / STORE
01/30/2023 15:56,MOTOR VEHICLE THEFT,HOTEL / MOTEL
01/30/2023 16:00,LARCENY-THEFT,STREET / ROADWAY / ALLEY / SIDEWALK
01/30/2023 16:00,MOTOR VEHICLE THEFT,OFFICE / COMMERCIAL BUILDING
01/30/2023 16:00,MOTOR VEHICLE THEFT,CONVENIENCE MARKET / STORE
01/30/2023 16:00,DRUG OFFENSE,BUS STOP
01/30/2023 16:00,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/30/2023 16:05,MOTOR VEHICLE THEFT,GOVERNMENT / PUBLIC BUILDING
01/30/2023 16:15,MOTOR VEHICLE THEFT,CONVENIENCE MARKET / STORE
01/30/2023 16:30,LARCENY-THEFT,CONSTRUCTION SITE
01/30/2023 16:30,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/30/2023 16:33,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/30/2023 16:40,LARCENY-THEFT,PARKING LOT
01/31/2023 8:27,LARCENY-THEFT,PARKING LOT
01/31/2023 8:30,LARCENY-THEFT,OTHER
01/31/2023 8:40,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/31/2023 9:00,BURGLARY,APARTMENT
01/31/2023 9:00,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/31/2023 9:03,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/31/2023 10:00,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/31/2023 10:06,ROBBERY,DEPARTMENT / DISCOUNT STORE
01/31/2023 10:30,ROBBERY,VEHICLE
01/31/2023 11:30,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/31/2023 11:30,LARCENY-THEFT,FAST FOOD STORE
01/31/2023 11:40,AGGRAVATED ASSAULT,SCHOOL-ELEMENTARY/SECONDARY
01/31/2023 11:40,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/31/2023 11:42,DRUG OFFENSE,BUS STOP
01/31/2023 12:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/31/2023 12:00,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/31/2023 12:00,LARCENY-THEFT,DRUG STORE
01/31/2023 12:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/31/2023 12:35,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/31/2023 12:39,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/31/2023 12:42,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/31/2023 13:00,LARCENY-THEFT,VEHICLE
01/31/2023 13:00,LARCENY-THEFT,CONDO / TOWNHOUSE
01/31/2023 13:00,LARCENY-THEFT,APARTMENT
01/31/2023 13:00,LARCENY-THEFT,DRUG STORE
01/31/2023 13:30,LARCENY-THEFT,SPECIALTY STORE
01/31/2023 13:40,AGGRAVATED ASSAULT,APARTMENT
01/31/2023 14:00,LARCENY-THEFT,CONDO / TOWNHOUSE
01/31/2023 14:00,LARCENY-THEFT,DRUG STORE
01/31/2023 14:21,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/31/2023 14:30,LARCENY-THEFT,DRUG STORE
01/31/2023 14:30,LARCENY-THEFT,PARKING LOT
01/31/2023 14:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/31/2023 14:38,AGGRAVATED ASSAULT,HOSPITAL
01/31/2023 15:30,ROBBERY,ALLEY
01/31/2023 15:42,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/31/2023 15:52,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/31/2023 15:54,LARCENY-THEFT,SPECIALTY STORE
01/31/2023 16:00,BURGLARY,SINGLE FAMILY HOUSE
01/31/2023 16:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/31/2023 16:00,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/31/2023 16:30,MOTOR VEHICLE THEFT,APARTMENT
01/31/2023 16:40,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/31/2023 16:50,AGGRAVATED ASSAULT,APARTMENT
01/31/2023 16:52,DRUG OFFENSE,BUS STOP
