OCCURRED ON,UCR CRIME CATEGORY,PREMISE TYPE
01/28/2024 1:00,LARCENY-THEFT,VEHICLE
01/28/2024 1:00,BURGLARY,APARTMENT
01/28/2024 1:20,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/28/2024 1:30,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/28/2024 1:45,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/28/2024 2:00,LARCENY-THEFT,PARKING LOT
01/28/2024 2:00,LARCENY-THEFT,RESTAURANT
01/28/2024 2:00,MOTOR VEHICLE THEFT,BAR / LOUNG / NIGHT CLUB
01/28/2024 2:05,DRUG OFFENSE,GAS / SERVICE STATION
01/28/2024 2:51,AGGRAVATED ASSAULT,APARTMENT
01/28/2024 3:00,RAPE,APARTMENT
01/28/2024 3:00,LARCENY-THEFT,PARKING LOT
01/28/2024 3:00,LARCENY-THEFT,PARKING LOT
01/28/2024 3:13,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/28/2024 3:20,AGGRAVATED ASSAULT,GAS / SERVICE STATION
01/28/2024 3:45,ROBBERY,STREET / ROADWAY / SIDEWALK
01/28/2024 4:00,MOTOR VEHICLE THEFT,APARTMENT
01/28/2024 4:00,AGGRAVATED ASSAULT,CONDO / TOWNHOUSE
01/28/2024 4:10,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/28/2024 4:15,LARCENY-THEFT,DRIVEWAY
01/28/2024 4:42,AGGRAVATED ASSAULT,APARTMENT
01/28/2024 4:49,MOTOR VEHICLE THEFT,APARTMENT
01/28/2024 4:56,LARCENY-THEFT,VEHICLE
01/28/2024 20:00,MOTOR VEHICLE THEFT,VEHICLE
01/28/2024 20:03,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/28/2024 20:03,ROBBERY,BUS STOP
01/28/2024 20:05,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/28/2024 20:06,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/28/2024 20:20,AGGRAVATED ASSAULT,FAST FOOD STORE
01/28/2024 20:50,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/28/2024 20:50,AGGRAVATED ASSAULT,APARTMENT
01/28/2024 21:00,LARCENY-THEFT,CARPORT
01/28/2024 21:46,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/28/2024 22:00,MOTOR VEHICLE THEFT,APARTMENT
01/28/2024 22:00,LARCENY-THEFT,PARKING LOT
01/28/2024 22:05,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/28/2024 22:15,LARCENY-THEFT,DRUG STORE
01/28/2024 22:30,ROBBERY,STREET / ROADWAY / SIDEWALK
01/28/2024 22:30,BURGLARY,FAST FOOD STORE
01/28/2024 22:30,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/28/2024 22:53,AGGRAVATED ASSAULT,APARTMENT
01/28/2024 23:05,LARCENY-THEFT,AIRPORT
01/28/2024 23:25,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/29/2024 0:00,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/29/2024 0:00,LARCENY-THEFT,SCHOOL-ELEMENTARY/SECONDARY
01/29/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/29/2024 0:00,DRUG OFFENSE,BUS STOP
01/29/2024 0:00,ARSON,
01/29/2024 0:00,BURGLARY,APARTMENT
01/29/2024 0:00,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/29/2024 0:00,LARCENY-THEFT,APARTMENT
01/29/2024 0:00,LARCENY-THEFT,DRIVEWAY
01/29/2024 0:00,DRUG OFFENSE,ALLEY
01/29/2024 0:00,LARCENY-THEFT,CONDO / TOWNHOUSE
01/29/2024 0:00,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/29/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/29/2024 0:00,RAPE,SINGLE FAMILY HOUSE
01/29/2024 0:00,BURGLARY,APARTMENT
01/29/2024 0:00,LARCENY-THEFT,PARKING LOT
01/29/2024 0:19,LARCENY-THEFT,DRUG STORE
01/29/2024 0:30,LARCENY-THEFT,BUS STOP
01/29/2024 0:57,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/29/2024 1:18,LARCENY-THEFT,DRUG STORE
01/29/2024 1:25,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/29/2024 2:50,ROBBERY,GROCERY / SUPER MARKET
01/29/2024 3:00,MOTOR VEHICLE THEFT,APARTMENT
01/29/2024 3:00,LARCENY-THEFT,APARTMENT
01/29/2024 3:21,BURGLARY,APARTMENT
01/29/2024 3:21,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/29/2024 3:35,DRUG OFFENSE,PARKING LOT
01/29/2024 4:30,LARCENY-THEFT,VEHICLE
01/29/2024 4:40,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/29/2024 20:00,LARCENY-THEFT,PARKING LOT
01/29/2024 20:30,BURGLARY,APARTMENT
01/29/2024 20:30,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/29/2024 20:34,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/29/2024 20:38,BURGLARY,MOBILE HOME
01/29/2024 20:46,MOTOR VEHICLE THEFT,CONVENIENCE MARKET / STORE
01/29/2024 21:00,DRUG OFFENSE,ALLEY
01/29/2024 21:00,LARCENY-THEFT,VEHICLE
01/29/2024 21:19,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/29/2024 21:20,RAPE,APARTMENT
01/29/2024 21:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/29/2024 21:30,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/29/2024 21:30,LARCENY-THEFT,PARKING GARAGE
01/29/2024 21:31,AGGRAVATED ASSAULT,DEPARTMENT / DISCOUNT STORE
01/29/2024 21:45,LARCENY-THEFT,DRUG STORE
01/29/2024 22:00,ROBBERY,EASEMENT
01/29/2024 22:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/29/2024 22:31,DRUG OFFENSE,PARKING LOT
01/29/2024 22:42,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/29/2024 22:43,AGGRAVATED ASSAULT,BAR / LOUNG / NIGHT CLUB
01/29/2024 23:16,BURGLARY,DEPARTMENT / DISCOUNT STORE
01/29/2024 23:21,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/29/2024 23:30,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/29/2024 23:45,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/30/2024 0:00,LARCENY-THEFT,DRIVEWAY
01/30/2024 0:00,LARCENY-THEFT,MEDICAL OFFICE
01/30/2024 0:00,DRUG OFFENSE,OTHER
01/30/2024 0:00,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/30/2024 0:00,LARCENY-THEFT,DRIVEWAY
01/30/2024 0:00,LARCENY-THEFT,PARKING LOT
01/30/2024 0:00,BURGLARY,STREET / ROADWAY / SIDEWALK
01/30/2024 0:00,LARCENY-THEFT,GAS / SERVICE STATION
01/30/2024 0:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/30/2024 0:01,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/30/2024 0:01,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/30/2024 0:01,AGGRAVATED ASSAULT,APARTMENT
01/30/2024 0:26,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/30/2024 0:44,DRUG OFFENSE,VEHICLE
01/30/2024 0:57,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/30/2024 0:58,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/30/2024 1:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/30/2024 1:01,MOTOR VEHICLE THEFT,DRIVEWAY
01/30/2024 1:09,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/30/2024 1:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/30/2024 1:45,LARCENY-THEFT,APARTMENT
01/30/2024 2:14,LARCENY-THEFT,DRIVEWAY
01/30/2024 2:15,ROBBERY,PARKING LOT
01/30/2024 2:29,AGGRAVATED ASSAULT,APARTMENT
01/30/2024 3:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/30/2024 3:00,LARCENY-THEFT,OTHER
01/30/2024 3:12,DRUG OFFENSE,PARK / PLAYGROUND
01/30/2024 3:17,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/30/2024 3:30,LARCENY-THEFT,DRIVEWAY
01/30/2024 3:36,BURGLARY,RESTAURANT
01/30/2024 4:10,LARCENY-THEFT,VEHICLE
01/30/2024 4:21,BURGLARY,DRUG STORE
01/30/2024 4:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/30/2024 4:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/30/2024 4:30,LARCENY-THEFT,MEDICAL OFFICE
01/30/2024 4:45,MOTOR VEHICLE THEFT,APARTMENT
01/30/2024 5:00,LARCENY-THEFT,PARKING LOT
01/30/2024 20:00,LARCENY-THEFT,GARAGE
01/30/2024 20:22,DRUG OFFENSE,GAS / SERVICE STATION
01/30/2024 20:28,LARCENY-THEFT,SPECIALTY STORE
01/30/2024 20:57,LARCENY-THEFT,RETAIL BUSINESS
01/30/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT
01/30/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT
01/30/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT
01/30/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT
01/30/2024 21:40,AGGRAVATED ASSAULT,DEPARTMENT / DISCOUNT STORE
01/30/2024 21:46,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/30/2024 22:00,BURGLARY,STOREROOM/SHED (COMMERCIAL)
01/30/2024 22:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/30/2024 22:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/30/2024 22:27,DRUG OFFENSE,VEHICLE
01/30/2024 22:30,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/30/2024 22:37,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/30/2024 22:58,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/30/2024 23:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/30/2024 23:10,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/30/2024 23:18,LARCENY-THEFT,PARKING LOT
01/30/2024 23:55,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/31/2024 0:00,AGGRAVATED ASSAULT,APARTMENT
01/31/2024 0:00,BURGLARY,MEDICAL OFFICE
01/31/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/31/2024 0:00,DRUG OFFENSE,BUS STOP
01/31/2024 0:00,BURGLARY,SINGLE FAMILY HOUSE
01/31/2024 0:00,DRUG OFFENSE,PARKING LOT
01/31/2024 0:00,DRUG OFFENSE,CONVENIENCE MARKET / STORE
01/31/2024 0:00,BURGLARY,SINGLE FAMILY HOUSE
01/31/2024 0:00,BURGLARY,STOREROOM/SHED (COMMERCIAL)
01/31/2024 0:00,BURGLARY,SINGLE FAMILY HOUSE
01/31/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/31/2024 0:00,LARCENY-THEFT,MEDICAL OFFICE
01/31/2024 0:23,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/31/2024 0:30,RAPE,ALLEY
01/31/2024 1:14,BURGLARY,STOREROOM/SHED (COMMERCIAL)
01/31/2024 1:18,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/31/2024 2:00,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/31/2024 2:30,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/31/2024 3:19,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/31/2024 3:42,LARCENY-THEFT,DRUG STORE
01/31/2024 4:00,AGGRAVATED ASSAULT,HOSPITAL
01/31/2024 4:29,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/31/2024 4:29,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/31/2024 4:30,BURGLARY,SPECIALTY STORE
01/31/2024 5:00,MOTOR VEHICLE THEFT,CONSTRUCTION SITE
01/31/2024 5:00,AGGRAVATED ASSAULT,SPECIALTY STORE
01/31/2024 20:00,LARCENY-THEFT,APARTMENT
01/31/2024 20:00,LARCENY-THEFT,PARKING LOT
01/31/2024 20:30,AGGRAVATED ASSAULT,APARTMENT
01/31/2024 20:34,AGGRAVATED ASSAULT,LIQUOR STORE
01/31/2024 20:40,DRUG OFFENSE,BUS STOP
01/31/2024 20:40,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/31/2024 20:42,AGGRAVATED ASSAULT,APARTMENT
01/31/2024 20:50,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/31/2024 20:59,LARCENY-THEFT,SPECIALTY STORE
01/31/2024 21:00,LARCENY-THEFT,PARKING LOT
01/31/2024 21:00,LARCENY-THEFT,PARKING LOT
01/31/2024 21:06,AGGRAVATED ASSAULT,CONVENIENCE MARKET / STORE
01/31/2024 21:20,MOTOR VEHICLE THEFT,DEPARTMENT / DISCOUNT STORE
01/31/2024 21:30,MOTOR VEHICLE THEFT,AUTO DEALERSHIP NEW/USED
01/31/2024 22:00,ROBBERY,STREET / ROADWAY / SIDEWALK
01/31/2024 22:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/31/2024 22:00,LARCENY-THEFT,DRIVEWAY
01/31/2024 22:22,AGGRAVATED ASSAULT,FAST FOOD STORE
01/31/2024 22:30,MOTOR VEHICLE THEFT,DRIVEWAY
01/31/2024 22:30,LARCENY-THEFT,PARKING LOT
01/31/2024 22:30,LARCENY-THEFT,APARTMENT
01/31/2024 22:57,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/31/2024 23:00,BURGLARY,GARAGE
01/31/2024 23:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/31/2024 23:17,LARCENY-THEFT,STOREROOM/SHED (COMMERCIAL)
01/31/2024 23:27,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/31/2024 23:30,LARCENY-THEFT,PARKING LOT
01/31/2024 23:30,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/31/2024 23:57,AGGRAVATED ASSAULT,APARTMENT
