OCCURRED NIGHT,UCR CRIME CATEGORY NIGHT,PREMISE TYPE NIGHT,OCCURRED DAY,UCR CRIME CATEGORY DAY,PREMISE TYPE DAY
01/10/2024 23:29,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/11/2023 12:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/10/2024 23:59,RAPE,HOSPITAL,01/11/2023 12:00,MOTOR VEHICLE THEFT,OFFICE / COMMERCIAL BUILDING
01/11/2024 0:00,BURGLARY,RENTAL STORAGE / FACILITY,01/11/2023 12:00,LARCENY-THEFT,PARKING GARAGE
01/11/2024 0:00,DRUG OFFENSE,OTHER,01/11/2023 12:19,LARCENY-THEFT,APARTMENT
01/11/2024 0:00,DRUG OFFENSE,GAS / SERVICE STATION,01/11/2023 12:20,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/11/2024 0:00,DRUG OFFENSE,VEHICLE,01/11/2023 12:30,LARCENY-THEFT,GROCERY / SUPER MARKET
01/11/2024 0:00,LARCENY-THEFT,PARKING LOT,01/11/2023 12:40,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/11/2024 0:00,LARCENY-THEFT,VEHICLE,01/11/2023 12:48,AGGRAVATED ASSAULT,APARTMENT
01/11/2024 0:00,ARSON,,01/11/2023 12:56,LARCENY-THEFT,GROCERY / SUPER MARKET
01/11/2024 0:00,RAPE,HOTEL / MOTEL,01/11/2023 13:00,DRUG OFFENSE,APARTMENT
01/11/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/11/2023 13:00,LARCENY-THEFT,PARKING LOT
01/11/2024 0:00,BURGLARY,SINGLE FAMILY HOUSE,01/11/2023 13:13,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/11/2024 0:00,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/11/2023 13:22,AGGRAVATED ASSAULT,SCHOOL-ELEMENTARY/SECONDARY
01/11/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/11/2023 13:37,LARCENY-THEFT,RETAIL BUSINESS
01/11/2024 0:00,BURGLARY,SINGLE FAMILY HOUSE,01/11/2023 13:41,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/11/2024 0:00,LARCENY-THEFT,OTHER,01/11/2023 14:19,LARCENY-THEFT,SPECIALTY STORE
01/11/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/11/2023 14:26,DRUG OFFENSE,SINGLE FAMILY HOUSE
01/11/2024 0:00,DRUG OFFENSE,RETAIL BUSINESS,01/11/2023 14:30,LARCENY-THEFT,SCHOOL-ELEMENTARY/SECONDARY
01/11/2024 0:00,LARCENY-THEFT,PARKING LOT,01/11/2023 14:50,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/11/2024 0:01,LARCENY-THEFT,FENCED RESIDENTIAL YARD,01/11/2023 14:55,MOTOR VEHICLE THEFT,FENCED COMMERCIAL YARD
01/11/2024 0:01,LARCENY-THEFT,FENCED RESIDENTIAL YARD,01/11/2023 15:00,LARCENY-THEFT,DRIVEWAY
01/11/2024 0:47,RAPE,SINGLE FAMILY HOUSE,01/11/2023 15:00,LARCENY-THEFT,DRIVEWAY
01/11/2024 1:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/11/2023 15:00,BURGLARY,GARAGE
01/11/2024 1:28,MOTOR VEHICLE THEFT,CONSTRUCTION SITE,01/11/2023 15:01,MOTOR VEHICLE THEFT,SPECIALTY STORE
01/11/2024 1:32,LARCENY-THEFT,OTHER,01/11/2023 15:06,LARCENY-THEFT,BUS STATION
01/11/2024 2:00,RAPE,STREET / ROADWAY / SIDEWALK,01/11/2023 15:24,MOTOR VEHICLE THEFT,GROCERY / SUPER MARKET
01/11/2024 2:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/11/2023 16:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/11/2024 2:00,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/11/2023 16:00,MOTOR VEHICLE THEFT,APARTMENT
01/11/2024 3:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/11/2023 16:24,LARCENY-THEFT,OTHER
01/11/2024 3:30,RAPE,HOTEL / MOTEL,01/11/2023 16:40,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/11/2024 3:55,BURGLARY,SPECIALTY STORE,01/11/2023 16:45,ROBBERY,DEPARTMENT / DISCOUNT STORE
01/11/2024 4:01,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/11/2023 16:56,DRUG OFFENSE,OFFICE / COMMERCIAL BUILDING
01/11/2024 4:57,ARSON,CONDO / TOWNHOUSE,01/12/2023 8:06,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/11/2024 20:00,LARCENY-THEFT,HOSPITAL,01/12/2023 8:22,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/11/2024 20:10,ROBBERY,DEPARTMENT / DISCOUNT STORE,01/12/2023 8:40,LARCENY-THEFT,SCHOOL-ELEMENTARY/SECONDARY
01/11/2024 20:14,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/12/2023 8:40,LARCENY-THEFT,PARKING LOT
01/11/2024 20:24,AGGRAVATED ASSAULT,APARTMENT,01/12/2023 8:57,LARCENY-THEFT,PARKING GARAGE
01/11/2024 20:30,AGGRAVATED ASSAULT,APARTMENT,01/12/2023 9:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/11/2024 20:30,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/12/2023 9:35,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/11/2024 20:42,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/12/2023 9:37,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/11/2024 20:46,LARCENY-THEFT,SPECIALTY STORE,01/12/2023 9:40,BURGLARY,APARTMENT
01/11/2024 21:10,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/12/2023 9:43,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/11/2024 22:00,LARCENY-THEFT,SHELTER-MISSION/HOMELESS,01/12/2023 9:44,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/11/2024 22:00,ROBBERY,VEHICLE,01/12/2023 9:59,BURGLARY,SINGLE FAMILY HOUSE
01/11/2024 22:00,LARCENY-THEFT,PARKING LOT,01/12/2023 10:11,DRUG OFFENSE,PARKING LOT
01/11/2024 22:00,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE,01/12/2023 10:22,DRUG OFFENSE,CONVENIENCE MARKET / STORE
01/11/2024 22:00,LARCENY-THEFT,APARTMENT,01/12/2023 10:39,DRUG OFFENSE,DRUG STORE
01/11/2024 22:30,BURGLARY,APARTMENT,01/12/2023 11:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/11/2024 23:00,MOTOR VEHICLE THEFT,APARTMENT,01/12/2023 11:00,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/11/2024 23:00,BURGLARY,APARTMENT,01/12/2023 11:20,MOTOR VEHICLE THEFT,APARTMENT
01/11/2024 23:10,ROBBERY,SPECIALTY STORE,01/12/2023 11:30,LARCENY-THEFT,APARTMENT
01/11/2024 23:45,BURGLARY,SPECIALTY STORE,01/12/2023 11:48,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/11/2024 23:52,LARCENY-THEFT,APARTMENT,01/12/2023 11:51,AGGRAVATED ASSAULT,SCHOOL-ELEMENTARY/SECONDARY
01/11/2024 23:52,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/12/2023 12:00,BURGLARY,RENTAL STORAGE / FACILITY
01/12/2024 0:00,LARCENY-THEFT,VEHICLE,01/12/2023 12:00,MOTOR VEHICLE THEFT,APARTMENT
01/12/2024 0:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK,01/12/2023 12:10,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/12/2024 0:00,LARCENY-THEFT,APARTMENT,01/12/2023 12:23,LARCENY-THEFT,DRUG STORE
01/12/2024 0:00,DRUG OFFENSE,VEHICLE,01/12/2023 12:30,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/12/2024 0:00,DRUG OFFENSE,CONVENIENCE MARKET / STORE,01/12/2023 12:45,LARCENY-THEFT,APARTMENT
01/12/2024 0:00,DRUG OFFENSE,SCHOOL-COLLEGE/UNIVERSITY,01/12/2023 12:45,LARCENY-THEFT,APARTMENT
01/12/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/12/2023 13:14,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/12/2024 0:00,LARCENY-THEFT,UNKNOWN,01/12/2023 13:30,LARCENY-THEFT,DRUG STORE
01/12/2024 0:00,BURGLARY,LIQUOR STORE,01/12/2023 13:30,MOTOR VEHICLE THEFT,SHOPPING MALL
01/12/2024 0:00,LARCENY-THEFT,APARTMENT,01/12/2023 13:35,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/12/2024 0:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/12/2023 13:51,AGGRAVATED ASSAULT,VEHICLE
01/12/2024 0:00,LARCENY-THEFT,WAREHOUSE / FACTORY,01/12/2023 14:00,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/12/2024 0:00,RAPE,APARTMENT,01/12/2023 14:00,MOTOR VEHICLE THEFT,APARTMENT
01/12/2024 0:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK,01/12/2023 14:25,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/12/2024 0:00,BURGLARY,SINGLE FAMILY HOUSE,01/12/2023 14:30,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/12/2024 0:00,MOTOR VEHICLE THEFT,APARTMENT,01/12/2023 14:30,MOTOR VEHICLE THEFT,RESTAURANT
01/12/2024 0:10,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/12/2023 14:30,LARCENY-THEFT,APARTMENT
01/12/2024 0:30,MOTOR VEHICLE THEFT,APARTMENT,01/12/2023 15:00,LARCENY-THEFT,PARKING LOT
01/12/2024 0:38,MOTOR VEHICLE THEFT,DEPARTMENT / DISCOUNT STORE,01/12/2023 15:00,LARCENY-THEFT,SPECIALTY STORE
01/12/2024 1:00,LARCENY-THEFT,APARTMENT,01/12/2023 15:00,LARCENY-THEFT,MEDICAL OFFICE
01/12/2024 1:00,LARCENY-THEFT,APARTMENT,01/12/2023 15:17,LARCENY-THEFT,RETAIL BUSINESS
01/12/2024 1:11,LARCENY-THEFT,FENCED RESIDENTIAL YARD,01/12/2023 15:20,LARCENY-THEFT,RETAIL BUSINESS
01/12/2024 1:15,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/12/2023 15:25,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/12/2024 1:43,DRUG OFFENSE,OPEN SPACE / DESERT,01/12/2023 15:30,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/12/2024 2:00,LARCENY-THEFT,PARKING LOT,01/12/2023 15:32,DRUG OFFENSE,PARK / PLAYGROUND
01/12/2024 2:02,DRUG OFFENSE,VEHICLE,01/12/2023 15:53,DRUG OFFENSE,BUS STOP
01/12/2024 2:40,BURGLARY,APARTMENT,01/12/2023 16:00,AGGRAVATED ASSAULT,FAST FOOD STORE
01/12/2024 2:45,BURGLARY,GARAGE,01/12/2023 16:01,LARCENY-THEFT,RESTAURANT
01/12/2024 3:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/12/2023 16:09,LARCENY-THEFT,APARTMENT
01/12/2024 3:00,MOTOR VEHICLE THEFT,DRIVEWAY,01/12/2023 16:21,LARCENY-THEFT,SPECIALTY STORE
01/12/2024 3:15,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/12/2023 16:30,LARCENY-THEFT,PARKING LOT
01/12/2024 3:30,LARCENY-THEFT,PARKING LOT,01/12/2023 16:30,LARCENY-THEFT,VEHICLE
01/12/2024 4:00,BURGLARY,APARTMENT,01/12/2023 16:37,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/12/2024 4:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/12/2023 16:52,AGGRAVATED ASSAULT,DEPARTMENT / DISCOUNT STORE
01/12/2024 20:00,MOTOR VEHICLE THEFT,DRIVEWAY,01/13/2023 8:45,LARCENY-THEFT,PARKING LOT
01/12/2024 20:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/13/2023 8:51,RAPE,HOTEL / MOTEL
01/12/2024 20:07,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE,01/13/2023 9:00,MOTOR VEHICLE THEFT,APARTMENT
01/12/2024 20:20,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE,01/13/2023 9:00,LARCENY-THEFT,GROUP HOME
01/12/2024 20:24,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE,01/13/2023 9:00,LARCENY-THEFT,GROCERY / SUPER MARKET
01/12/2024 20:47,BURGLARY,RENTAL STORAGE / FACILITY,01/13/2023 9:00,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/12/2024 21:00,BURGLARY,APARTMENT,01/13/2023 9:04,DRUG OFFENSE,PARKING GARAGE
01/12/2024 21:00,MOTOR VEHICLE THEFT,DRIVEWAY,01/13/2023 9:34,LARCENY-THEFT,APARTMENT
01/12/2024 21:00,BURGLARY,RENTAL STORAGE / FACILITY,01/13/2023 9:37,DRUG OFFENSE,RESTAURANT
01/12/2024 21:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/13/2023 9:42,ARSON,
01/12/2024 21:30,LARCENY-THEFT,PARKING LOT,01/13/2023 9:46,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/12/2024 21:44,ARSON,,01/13/2023 9:47,DRUG OFFENSE,GROCERY / SUPER MARKET
01/12/2024 22:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/13/2023 10:00,MOTOR VEHICLE THEFT,FENCED COMMERCIAL YARD
01/12/2024 22:00,MOTOR VEHICLE THEFT,APARTMENT,01/13/2023 10:00,BURGLARY,SINGLE FAMILY HOUSE
01/12/2024 22:00,MOTOR VEHICLE THEFT,APARTMENT,01/13/2023 10:00,BURGLARY,SINGLE FAMILY HOUSE
01/12/2024 22:07,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE,01/13/2023 10:00,LARCENY-THEFT,OTHER
01/12/2024 22:21,AGGRAVATED ASSAULT,APARTMENT,01/13/2023 10:00,LARCENY-THEFT,CONDO / TOWNHOUSE
01/12/2024 22:30,MOTOR VEHICLE THEFT,APARTMENT,01/13/2023 10:15,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/12/2024 23:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/13/2023 10:18,AGGRAVATED ASSAULT,BUS
01/12/2024 23:00,LARCENY-THEFT,APARTMENT,01/13/2023 10:30,LARCENY-THEFT,PARKING LOT
01/12/2024 23:00,LARCENY-THEFT,UNKNOWN,01/13/2023 10:30,DRUG OFFENSE,AIRPORT
01/12/2024 23:08,BURGLARY,SINGLE FAMILY HOUSE,01/13/2023 11:00,BURGLARY,SINGLE FAMILY HOUSE
01/12/2024 23:15,LARCENY-THEFT,AIRPORT,01/13/2023 11:20,LARCENY-THEFT,VEHICLE
01/12/2024 23:32,DRUG OFFENSE,ALLEY,01/13/2023 11:22,LARCENY-THEFT,AIRPORT
01/13/2024 0:00,BURGLARY,APARTMENT,01/13/2023 11:30,LARCENY-THEFT,SPECIALTY STORE
01/13/2024 0:00,LARCENY-THEFT,SCHOOL-ELEMENTARY/SECONDARY,01/13/2023 11:37,LARCENY-THEFT,APARTMENT
01/13/2024 0:00,DRUG OFFENSE,CANAL / RIGHT-OF-WAY,01/13/2023 11:42,AGGRAVATED ASSAULT,APARTMENT
01/13/2024 0:00,ARSON,SINGLE FAMILY HOUSE,01/13/2023 11:43,DRUG OFFENSE,PARKING LOT
01/13/2024 0:00,ARSON,,01/13/2023 12:09,LARCENY-THEFT,RETAIL BUSINESS
01/13/2024 0:00,ARSON,,01/13/2023 12:30,LARCENY-THEFT,AIRPORT
01/13/2024 0:00,LARCENY-THEFT,RETAIL BUSINESS,01/13/2023 12:35,LARCENY-THEFT,RETAIL BUSINESS
01/13/2024 0:00,LARCENY-THEFT,HOTEL / MOTEL,01/13/2023 12:40,LARCENY-THEFT,SPECIALTY STORE
01/13/2024 0:00,MOTOR VEHICLE THEFT,APARTMENT,01/13/2023 12:45,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/13/2024 0:00,LARCENY-THEFT,CONDO / TOWNHOUSE,01/13/2023 12:54,LARCENY-THEFT,APARTMENT
01/13/2024 0:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK,01/13/2023 13:00,MOTOR VEHICLE THEFT,DRIVEWAY
01/13/2024 0:00,BURGLARY,APARTMENT,01/13/2023 13:00,LARCENY-THEFT,GROCERY / SUPER MARKET
01/13/2024 0:00,DRUG OFFENSE,ALLEY,01/13/2023 13:00,LARCENY-THEFT,CONSTRUCTION SITE
01/13/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/13/2023 13:00,MOTOR VEHICLE THEFT,GAS / SERVICE STATION
01/13/2024 0:00,LARCENY-THEFT,PARKING LOT,01/13/2023 13:00,AGGRAVATED ASSAULT,GAS / SERVICE STATION
01/13/2024 0:00,BURGLARY,SINGLE FAMILY HOUSE,01/13/2023 13:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/13/2024 0:00,LARCENY-THEFT,APARTMENT,01/13/2023 13:24,LARCENY-THEFT,SPECIALTY STORE
01/13/2024 0:01,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/13/2023 13:30,LARCENY-THEFT,GROCERY / SUPER MARKET
01/13/2024 0:01,LARCENY-THEFT,APARTMENT,01/13/2023 13:50,LARCENY-THEFT,SHOPPING MALL
01/13/2024 0:01,BURGLARY,SPECIALTY STORE,01/13/2023 13:52,DRUG OFFENSE,PARKING LOT
01/13/2024 0:05,LARCENY-THEFT,APARTMENT,01/13/2023 14:00,LARCENY-THEFT,PARKING LOT
01/13/2024 1:00,LARCENY-THEFT,PARKING LOT,01/13/2023 14:00,LARCENY-THEFT,PARKING LOT
01/13/2024 1:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/13/2023 14:00,MOTOR VEHICLE THEFT,GROCERY / SUPER MARKET
01/13/2024 1:00,LARCENY-THEFT,OTHER,01/13/2023 14:24,LARCENY-THEFT,DRUG STORE
01/13/2024 1:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/13/2023 14:33,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/13/2024 1:00,MOTOR VEHICLE THEFT,APARTMENT,01/13/2023 14:40,AGGRAVATED ASSAULT,SCHOOL-ELEMENTARY/SECONDARY
01/13/2024 1:00,LARCENY-THEFT,VEHICLE,01/13/2023 14:44,LARCENY-THEFT,DRUG STORE
01/13/2024 1:30,AGGRAVATED ASSAULT,OTHER,01/13/2023 14:44,LARCENY-THEFT,GROCERY / SUPER MARKET
01/13/2024 1:30,MOTOR VEHICLE THEFT,DRIVEWAY,01/13/2023 15:00,BURGLARY,SINGLE FAMILY HOUSE
01/13/2024 1:50,AGGRAVATED ASSAULT,BAR / LOUNG / NIGHT CLUB,01/13/2023 15:00,LARCENY-THEFT,CONSTRUCTION SITE
01/13/2024 2:07,BURGLARY,SPECIALTY STORE,01/13/2023 15:00,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/13/2024 2:20,LARCENY-THEFT,DRIVEWAY,01/13/2023 15:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/13/2024 2:20,BURGLARY,APARTMENT,01/13/2023 15:00,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/13/2024 2:40,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK,01/13/2023 15:05,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/13/2024 3:00,RAPE,UNKNOWN,01/13/2023 15:14,DRUG OFFENSE,PARK / PLAYGROUND
01/13/2024 3:22,ROBBERY,BUS STOP,01/13/2023 15:30,DRUG OFFENSE,SINGLE FAMILY HOUSE
01/13/2024 3:36,DRUG OFFENSE,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE,01/13/2023 15:30,LARCENY-THEFT,CONSTRUCTION SITE
01/13/2024 4:00,ROBBERY,FAST FOOD STORE,01/13/2023 16:00,BURGLARY,STOREROOM/SHED (RESIDENTIAL)
01/13/2024 4:06,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/13/2023 16:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/13/2024 4:30,LARCENY-THEFT,APARTMENT,01/13/2023 16:10,LARCENY-THEFT,VEHICLE
01/13/2024 20:11,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/13/2023 16:13,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/13/2024 20:30,LARCENY-THEFT,GAS / SERVICE STATION,01/13/2023 16:14,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/13/2024 20:37,LARCENY-THEFT,SPECIALTY STORE,01/13/2023 16:30,LARCENY-THEFT,RESTAURANT
01/13/2024 20:40,MOTOR VEHICLE THEFT,APARTMENT,01/13/2023 16:30,MOTOR VEHICLE THEFT,APARTMENT
01/13/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT,01/13/2023 16:35,LARCENY-THEFT,RETAIL BUSINESS
01/13/2024 21:00,LARCENY-THEFT,VEHICLE,01/13/2023 16:39,AGGRAVATED ASSAULT,CONVENIENCE MARKET / STORE
01/13/2024 21:15,BURGLARY,APARTMENT,01/13/2023 16:40,DRUG OFFENSE,AIRPORT
01/13/2024 21:30,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK,01/13/2023 16:42,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/13/2024 21:30,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK,01/13/2023 16:45,LARCENY-THEFT,GROCERY / SUPER MARKET
01/13/2024 21:40,ROBBERY,STREET / ROADWAY / SIDEWALK,01/13/2023 16:55,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/13/2024 22:00,MOTOR VEHICLE THEFT,HOTEL / MOTEL,01/13/2023 16:59,LARCENY-THEFT,DRIVEWAY
01/13/2024 22:00,MOTOR VEHICLE THEFT,APARTMENT,01/14/2023 8:46,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/13/2024 22:11,DRUG OFFENSE,VEHICLE,01/14/2023 8:55,LARCENY-THEFT,OTHER
01/13/2024 22:20,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/14/2023 9:00,LARCENY-THEFT,PARKING LOT
01/13/2024 22:30,LARCENY-THEFT,VEHICLE,01/14/2023 9:00,MOTOR VEHICLE THEFT,GARAGE
01/13/2024 23:00,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE,01/14/2023 9:00,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/13/2024 23:00,AGGRAVATED ASSAULT,BAR / LOUNG / NIGHT CLUB,01/14/2023 9:07,AGGRAVATED ASSAULT,PARK / PLAYGROUND
01/13/2024 23:26,BURGLARY,SPECIALTY STORE,01/14/2023 9:10,AGGRAVATED ASSAULT,APARTMENT
01/13/2024 23:30,MOTOR VEHICLE THEFT,MOBILE HOME,01/14/2023 9:11,AGGRAVATED ASSAULT,OTHER
01/13/2024 23:44,BURGLARY,SINGLE FAMILY HOUSE,01/14/2023 9:20,LARCENY-THEFT,SPECIALTY STORE
01/13/2024 23:52,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/14/2023 9:36,DRUG OFFENSE,BUS STOP
01/13/2024 23:58,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK,01/14/2023 9:40,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/14/2024 0:00,RAPE,PARK / PLAYGROUND,01/14/2023 9:49,LARCENY-THEFT,RETAIL BUSINESS
01/14/2024 0:00,MOTOR VEHICLE THEFT,VEHICLE,01/14/2023 9:50,AGGRAVATED ASSAULT,APARTMENT
01/14/2024 0:00,LARCENY-THEFT,VEHICLE,01/14/2023 9:58,ROBBERY,STREET / ROADWAY / SIDEWALK
01/14/2024 0:00,DRUG OFFENSE,PARKING LOT,01/14/2023 10:00,BURGLARY,APARTMENT
01/14/2024 0:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK,01/14/2023 10:00,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/14/2024 0:00,LARCENY-THEFT,VEHICLE,01/14/2023 10:16,DRUG OFFENSE,PARKING LOT
01/14/2024 0:00,LARCENY-THEFT,PARKING LOT,01/14/2023 10:20,LARCENY-THEFT,MOUNTAIN AREA
01/14/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/14/2023 10:45,LARCENY-THEFT,PARKING LOT
01/14/2024 0:00,ARSON,,01/14/2023 10:54,DRUG OFFENSE,ALLEY
01/14/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/14/2023 10:55,DRUG OFFENSE,GAS / SERVICE STATION
01/14/2024 0:00,LARCENY-THEFT,DRIVEWAY,01/14/2023 11:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/14/2024 0:00,LARCENY-THEFT,PARKING LOT,01/14/2023 11:01,DRUG OFFENSE,WAREHOUSE / FACTORY
01/14/2024 0:00,LARCENY-THEFT,VEHICLE,01/14/2023 11:13,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/14/2024 0:00,LARCENY-THEFT,PARKING LOT,01/14/2023 11:22,AGGRAVATED ASSAULT,APARTMENT
01/14/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/14/2023 11:26,DRUG OFFENSE,SINGLE FAMILY HOUSE
01/14/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE,01/14/2023 11:42,LARCENY-THEFT,DRUG STORE
01/14/2024 0:06,DRUG OFFENSE,VEHICLE,01/14/2023 11:44,LARCENY-THEFT,DRUG STORE
01/14/2024 0:07,LARCENY-THEFT,CONVENIENCE MARKET / STORE,01/14/2023 12:00,LARCENY-THEFT,APARTMENT
01/14/2024 0:08,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING,01/14/2023 12:00,LARCENY-THEFT,APARTMENT
01/14/2024 1:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK,01/14/2023 12:00,LARCENY-THEFT,APARTMENT
01/14/2024 1:00,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/14/2023 12:45,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/14/2024 1:00,LARCENY-THEFT,APARTMENT,01/14/2023 12:46,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/14/2024 1:00,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK,01/14/2023 13:00,LARCENY-THEFT,DRIVEWAY
01/14/2024 1:00,MOTOR VEHICLE THEFT,APARTMENT,01/14/2023 13:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/14/2024 1:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK,01/14/2023 13:00,MOTOR VEHICLE THEFT,APARTMENT
01/14/2024 1:11,AGGRAVATED ASSAULT,GAS / SERVICE STATION,01/14/2023 13:16,LARCENY-THEFT,VEHICLE
